,STT_NAAM,MAX_SNELHEID,WKT_LAT_LNG
7886,Haarlemmer Houttuinen,30,"52.38112 4.891545,52.380844 4.892062,52.380585 4.892506,52.380514 4.892653,52.38047 4.892786,52.380372 4.893154"
7894,Haarlemmer Houttuinen,50,"52.385251 4.884004,52.385241 4.884102,52.385191 4.884301,52.385145 4.884428,52.385002 4.884694,52.384924 4.88483,52.384853 4.884919"
7900,Haarlemmer Houttuinen,50,"52.383806 4.886728,52.383476 4.887334,52.383404 4.887525"
8001,Haarlemmer Houttuinen,50,"52.384853 4.884919,52.384743 4.885045,52.384459 4.885539,52.384423 4.885636,52.383806 4.886728"
8003,Haarlemmer Houttuinen,50,"52.383075 4.888351,52.382737 4.889148,52.382523 4.889635,52.382301 4.890093,52.382016 4.890698,52.381775 4.891141,52.381552 4.891673,52.381489 4.891851"
8059,Stadhouderskade,50,"52.358532 4.889026,52.358435 4.889204,52.358332 4.889461,52.358247 4.889704,52.358177 4.889951,52.358123 4.890171,52.358073 4.89044,52.358034 4.890709,52.358031 4.890834"
8063,Stadhouderskade,50,"52.363774 4.878746,52.363748 4.878922,52.363659 4.879129,52.363525 4.879351,52.362972 4.880185"
8071,Stadhouderskade,50,"52.362889 4.880582,52.362851 4.880533,52.362774 4.880493,52.362686 4.880495"
8075,Stadhouderskade,50,"52.360569 4.885961,52.36015 4.886759"
8076,Stadhouderskade,50,"52.362686 4.880495,52.362824 4.880348"
8096,Stadhouderskade,50,"52.358031 4.890834,52.358039 4.891174,52.357917 4.892861"
8103,Stadhouderskade,50,"52.362972 4.880185,52.362824 4.880348"
8109,Stadhouderskade,50,"52.36188 4.881351,52.361736 4.881742"
8112,Stadhouderskade,50,"52.36239 4.880785,52.362184 4.88101,52.362041 4.881276,52.361961 4.881438,52.361833 4.881851"
8115,Stadhouderskade,50,"52.361736 4.881742,52.361649 4.882,52.361634 4.882185,52.361654 4.882292"
8155,Stadhouderskade,50,"52.357596 4.898437,52.357721 4.899159,52.357803 4.899292"
8170,Stadhouderskade,50,"52.361654 4.882292,52.361681 4.882526,52.361682 4.883161,52.361669 4.883432,52.361645 4.883641,52.361603 4.88385,52.361541 4.884042,52.361452 4.884248,52.3613 4.884543"
8178,Stadhouderskade,50,"52.361833 4.881851,52.361766 4.882072,52.361654 4.882292"
8179,Stadhouderskade,50,"52.358343 4.901796,52.358701 4.903511,52.358684 4.903803"
8182,Stadhouderskade,50,"52.359364 4.887964,52.359045 4.888301,52.358903 4.888467,52.358758 4.88869,52.358532 4.889026"
8185,Stadhouderskade,50,"52.362637 4.880327,52.362351 4.880644"
8186,Stadhouderskade,50,"52.357639 4.897898,52.357661 4.898053,52.357676 4.898354,52.357805 4.899058,52.357803 4.899292"
8210,Stadhouderskade,50,"52.362351 4.880644,52.361942 4.881218,52.36188 4.881351"
8226,Stadhouderskade,50,"52.357639 4.897898,52.357612 4.898018,52.35759 4.898337,52.357596 4.898437"
8227,Stadhouderskade,50,"52.357803 4.899292,52.358343 4.901796"
8239,Stadhouderskade,50,"52.362686 4.880495,52.36239 4.880785"
8269,Stadhouderskade,50,"52.3613 4.884543,52.361016 4.885093"
8273,Stadhouderskade,50,"52.357917 4.892861,52.357853 4.894162,52.357639 4.897898"
8274,Stadhouderskade,50,"52.362863 4.879989,52.362834 4.880101,52.362821 4.880194,52.362824 4.880348"
8288,Stadhouderskade,50,"52.36015 4.886759,52.359838 4.887335,52.359722 4.887527,52.359559 4.88776,52.359364 4.887964"
8301,Stadhouderskade,50,"52.362863 4.879989,52.362783 4.880152,52.362637 4.880327"
8321,Stadhouderskade,50,"52.36363 4.878733,52.363568 4.878895,52.363408 4.87919,52.36305 4.879664,52.362881 4.879945,52.362863 4.879989"
8335,Stadhouderskade,50,"52.361016 4.885093,52.360569 4.885961"
8340,Stadhouderskade,50,"52.362824 4.880348,52.362637 4.880327"
8343,Raadhuisstraat,50,"52.373227 4.890401,52.373258 4.890681"
8383,Raadhuisstraat,50,"52.373934 4.885264,52.373889 4.88552,52.373798 4.885753,52.373629 4.886034,52.373477 4.886388,52.373353 4.886911"
8443,Raadhuisstraat,50,"52.373142 4.890383,52.373098 4.890633"
8444,Raadhuisstraat,50,"52.373293 4.889665,52.37326 4.890282,52.373227 4.890401"
8447,Raadhuisstraat,50,"52.373328 4.888525,52.373309 4.889165"
8456,Raadhuisstraat,50,"52.373485 4.886923,52.373439 4.887425"
8477,Raadhuisstraat,50,"52.373165 4.889108,52.37316 4.889619"
8481,Raadhuisstraat,50,"52.373439 4.887425,52.373372 4.887962,52.373328 4.888525"
8490,Raadhuisstraat,50,"52.373309 4.889165,52.373293 4.889665"
8499,Raadhuisstraat,50,"52.373299 4.887411,52.373214 4.888485"
8599,Raadhuisstraat,50,"52.374033 4.885301,52.373924 4.885708,52.373558 4.886431,52.373485 4.886923"
8613,Raadhuisstraat,50,"52.373353 4.886911,52.373299 4.887411"
8615,Raadhuisstraat,50,"52.373214 4.888485,52.373165 4.889108"
8647,Raadhuisstraat,50,"52.37316 4.889619,52.373142 4.890383"
8701,De Boelelaan,0,"52.335156 4.86505,52.335191 4.861761"
8792,Johan van Hasseltweg,0,"52.389497 4.916944,52.389534 4.917041,52.389797 4.917418,52.389805 4.917476,52.389787 4.917551,52.389501 4.918316,52.389412 4.918546,52.389346 4.918682,52.389027 4.919539,52.388931 4.919807,52.389099 4.920187"
8925,Transformatorweg,0,"52.392656 4.863446,52.392742 4.863266,52.392882 4.863129,52.393019 4.863601,52.393027 4.863715,52.393025 4.863798,52.393009 4.863862,52.392979 4.863932,52.392952 4.863982,52.392781 4.864215,52.392537 4.864536,52.392464 4.864587,52.392403 4.864584,52.392167 4.864394"
9065,Johan van Hasseltweg,0,"52.385078 4.930454,52.384895 4.930585,52.384765 4.930879"
9100,Prins Hendrikkade,0,"52.379857 4.896172,52.379699 4.895989,52.37947 4.895655,52.379562 4.895466,52.379556 4.895396,52.379324 4.895061,52.378982 4.894577"
9110,Gooiseweg,0,"52.343273 4.933,52.3435 4.932643,52.34394 4.931834,52.344308 4.931231,52.344946 4.930258,52.345128 4.929995,52.345302 4.929721,52.345523 4.929399,52.345911 4.928793,52.346261 4.928234,52.346806 4.927409,52.347024 4.927088,52.347111 4.926982,52.347148 4.926957,52.34723 4.92696,52.347328 4.926985,52.347386 4.926983,52.347429 4.926933,52.347676 4.926569,52.347833 4.926317,52.347848 4.926262,52.347855 4.926186,52.347862 4.925982,52.347877 4.925939,52.347903 4.925888,52.348054 4.925662,52.348298 4.925279,52.348362 4.925162,52.348453 4.924981,52.348497 4.924875,52.348562 4.924702,52.348669 4.924343,52.348717 4.924147,52.348796 4.923742,52.348812 4.923614,52.348836 4.923339,52.34885 4.923078,52.348849 4.922806,52.34884 4.922601,52.348803 4.922249,52.348647 4.921137,52.348644 4.921073,52.348659 4.92104,52.348722 4.920985"
9111,Gooiseweg,0,"52.342881 4.932273,52.343161 4.931849,52.343389 4.931584,52.343906 4.930957,52.343975 4.930881,52.34414 4.930658,52.34448 4.930158,52.344647 4.929925,52.345118 4.929213,52.345442 4.928779,52.345791 4.928335,52.345901 4.928179,52.346094 4.927924,52.346487 4.927332,52.34694 4.926674,52.346954 4.926596,52.346975 4.926087,52.346995 4.926013,52.347434 4.925366,52.347486 4.925336,52.347572 4.92535,52.347734 4.925363,52.347764 4.925361,52.348154 4.924805,52.348254 4.924615,52.348349 4.92441,52.348459 4.924096,52.348535 4.923794,52.348564 4.923594,52.348577 4.923441,52.348594 4.923135,52.348594 4.92291,52.348587 4.922737,52.348572 4.922539,52.348555 4.922357,52.348499 4.921932,52.348425 4.92144,52.348407 4.921408,52.348379 4.921382,52.348356 4.921386"
9112,Orlyplein,0,"52.386788 4.839088,52.386255 4.839123,52.386121 4.839168,52.386067 4.839316,52.386044 4.839395"
9113,Orlyplein,0,"52.386044 4.839395,52.386022 4.839258,52.386021 4.839008,52.386029 4.838876,52.386047 4.838758,52.386086 4.838628,52.386173 4.838498,52.38664 4.838263"
9114,Orlyplein,0,"52.38664 4.838263,52.387305 4.838055,52.387832 4.837972,52.388191 4.837909,52.388371 4.837892,52.38847 4.837979,52.388533 4.838096,52.388543 4.838272,52.388554 4.838698,52.388547 4.839109,52.388494 4.839271,52.388431 4.839316,52.387982 4.839322,52.387784 4.839309,52.387649 4.839267,52.38755 4.839195,52.387469 4.839122,52.387351 4.83905,52.386788 4.839088"
9116,Orlyplein,0,"52.38664 4.838263,52.386646 4.838827,52.386698 4.839022,52.386721 4.839058,52.386788 4.839088"
9118,De Boelelaan,50,"52.334995 4.872292,52.334999 4.873315"
9119,De Boelelaan,50,"52.334999 4.873315,52.335001 4.87369,52.334998 4.875034"
9143,Spaarndammerdijk,0,"52.386243 4.84737,52.387138 4.847338,52.388196 4.847325,52.388342 4.847308,52.388603 4.847349"
9193,Basisweg,50,"52.391608 4.844952,52.391765 4.845019,52.391882 4.845047,52.39198 4.84505"
9194,Basisweg,50,"52.391639 4.843363,52.391982 4.843371"
9198,De Boelelaan,0,"52.335156 4.86505,52.335175 4.865503,52.335212 4.865819,52.335217 4.866069,52.33522 4.866499,52.335247 4.866736,52.335324 4.866901,52.335474 4.86716,52.335551 4.867321,52.335579 4.867442,52.335579 4.86759,52.335544 4.867679,52.335494 4.867742,52.335427 4.867802,52.335335 4.867803,52.335264 4.86773,52.335212 4.867612,52.335196 4.867469,52.335204 4.866798,52.335184 4.865831,52.335018 4.865195"
