STT_NAAM,AUTO,WKT_LAT_LNG,number
Spaarndammerdijk,calamiteit,"52.393221 4.867229,52.393237 4.867834,52.393245 4.868957,52.393227 4.869951,52.393153 4.871089,52.393001 4.87236,52.39294 4.872756",2183
Spaarndammerdijk,calamiteit,"52.39223 4.877465,52.391928 4.877806,52.391767 4.877999,52.391669 4.878143,52.391628 4.878227",2184
Spaarndammerdijk,calamiteit,"52.39294 4.872756,52.392905 4.873021,52.392879 4.873256,52.392854 4.873603,52.39282 4.876271,52.392793 4.876501,52.392753 4.876651,52.392698 4.876782,52.392623 4.876904,52.39223 4.877465",2185
Spaarndammerdijk,calamiteit,"52.393065 4.868575,52.393031 4.869023,52.393035 4.869758,52.393058 4.871021,52.393042 4.871462,52.392956 4.872256",2186
Stadionweg,calamiteit,"52.348838 4.88332,52.349355 4.884356",2187
Weesperstraat,calamiteit,"52.366229 4.90501,52.36536 4.905537",2188
Stadionweg,calamiteit,"52.346767 4.873892,52.346827 4.875315",2189
Stadionweg,calamiteit,"52.345227 4.858846,52.345297 4.859017,52.34535 4.859293,52.345395 4.859621",2190
Stadionweg,calamiteit,"52.345749 4.861651,52.345819 4.862173,52.345829 4.862403,52.34582 4.86256",2191
Weesperstraat,calamiteit,"52.362563 4.90724,52.362294 4.90739",2192
Weesperstraat,calamiteit,"52.364275 4.906047,52.363647 4.906451",2193
Weesperstraat,calamiteit,"52.36501 4.905584,52.364275 4.906047",2194
Stadionweg,calamiteit,"52.346591 4.868596,52.346621 4.869359,52.346663 4.870797,52.346683 4.871163,52.346683 4.871237",2195
Weesperstraat,calamiteit,"52.361827 4.907498,52.361213 4.907845",2196
Stadionweg,calamiteit,"52.346887 4.876899,52.346928 4.877911",2197
Stadionweg,calamiteit,"52.348485 4.882604,52.348621 4.882882",2198
Weesperstraat,calamiteit,"52.364299 4.906187,52.363675 4.906583",2199
Stadionweg,calamiteit,"52.345479 4.859579,52.345498 4.859802,52.345621 4.860807",2200
Weesperstraat,calamiteit,"52.363379 4.906747,52.362563 4.90724",2201
Weesperstraat,calamiteit,"52.36336 4.90663,52.362535 4.907094",2202
Weesperstraat,calamiteit,"52.361854 4.907659,52.361343 4.907958,52.361245 4.908003",2203
Stadionweg,calamiteit,"52.34582 4.86256,52.345902 4.863174",2204
Stadionweg,calamiteit,"52.346878 4.876708,52.346887 4.876899",2205
Stadionweg,calamiteit,"52.34543 4.859018,52.345479 4.859579",2206
Weesperstraat,calamiteit,"52.362266 4.907244,52.361827 4.907498",2207
Stadionweg,calamiteit,"52.347179 4.879948,52.347599 4.880825",2208
Stadionweg,calamiteit,"52.347599 4.880825,52.348013 4.881626",2209
Stadionweg,calamiteit,"52.346134 4.864903,52.346246 4.865768",2210
Stadionweg,calamiteit,"52.346827 4.875315,52.346878 4.876708",2211
Stadionweg,calamiteit,"52.345674 4.861677,52.345784 4.862436,52.34582 4.86256",2212
Stadionweg,calamiteit,"52.345099 4.858002,52.345227 4.858846",2213
Weesperstraat,calamiteit,"52.362535 4.907094,52.362266 4.907244",2214
Weesperstraat,calamiteit,"52.365332 4.90539,52.36501 4.905584",2215
Weesperstraat,calamiteit,"52.365046 4.90576,52.364984 4.905805,52.364299 4.906187",2216
Stadionweg,calamiteit,"52.345395 4.859621,52.345674 4.861677",2217
Stadionweg,calamiteit,"52.346928 4.877911,52.347007 4.879598,52.347179 4.879948",2218
Stadionweg,calamiteit,"52.346013 4.864024,52.346134 4.864903",2219
Weesperstraat,calamiteit,"52.366201 4.904889,52.365332 4.90539",2220
Stadionweg,calamiteit,"52.345258 4.857963,52.34543 4.859018",2221
Weesperstraat,calamiteit,"52.36536 4.905537,52.365046 4.90576",2222
Stadionweg,calamiteit,"52.348013 4.881626,52.348485 4.882604",2223
Weesperstraat,calamiteit,"52.363647 4.906451,52.36336 4.90663",2224
Weesperstraat,calamiteit,"52.363675 4.906583,52.363379 4.906747",2225
Stadionweg,calamiteit,"52.345621 4.860807,52.345749 4.861651",2226
Stadionweg,calamiteit,"52.345902 4.863174,52.346013 4.864024",2227
Weesperstraat,calamiteit,"52.362294 4.90739,52.361854 4.907659",2228
Stadionweg,calamiteit,"52.348621 4.882882,52.348711 4.883086,52.348838 4.88332",2229
Johan Huizingalaan,calamiteit,"52.342595 4.827819,52.342379 4.827836,52.341417 4.827863",2230
Johan Huizingalaan,calamiteit,"52.358304 4.826927,52.358257 4.826886,52.358187 4.82685,52.358108 4.826838,52.35747 4.826861,52.357412 4.826882,52.357355 4.82692,52.357311 4.826973",2231
Johan Huizingalaan,calamiteit,"52.358304 4.826927,52.358457 4.827083,52.358522 4.827125,52.358596 4.827149,52.358693 4.827161,52.359157 4.827135,52.359201 4.827187",2232
Johan Huizingalaan,calamiteit,"52.345631 4.827443,52.346727 4.8274,52.346815 4.827421",2233
Johan Huizingalaan,calamiteit,"52.356226 4.827295,52.354708 4.827329",2234
Johan Huizingalaan,calamiteit,"52.36213 4.827074,52.361627 4.82708,52.359201 4.827187",2235
Rhijnspoorplein,calamiteit,"52.361213 4.907845,52.36117 4.907868",2236
Johan Huizingalaan,calamiteit,"52.341417 4.827863,52.340609 4.827917,52.339512 4.827946,52.339173 4.827928",2237
Johan Huizingalaan,calamiteit,"52.346844 4.827633,52.346908 4.827632",2238
Johan Huizingalaan,calamiteit,"52.359201 4.827187,52.359159 4.827253,52.358685 4.827265,52.358604 4.82728,52.358538 4.827301,52.358475 4.827344,52.358319 4.827497",2239
Johan Huizingalaan,calamiteit,"52.357292 4.827515,52.357357 4.827565,52.357448 4.827623",2240
Johan Huizingalaan,calamiteit,"52.351464 4.827309,52.352452 4.827328,52.35256 4.827385",2241
Johan Huizingalaan,calamiteit,"52.356226 4.827295,52.356352 4.827402,52.356966 4.827382,52.357051 4.827389,52.357126 4.82741,52.357212 4.827454,52.357292 4.827515",2242
Johan Huizingalaan,calamiteit,"52.348195 4.827399,52.349971 4.82733,52.351305 4.827332,52.351372 4.827308",2243
Johan Huizingalaan,calamiteit,"52.351372 4.827308,52.351464 4.827309",2244
Johan Huizingalaan,calamiteit,"52.363999 4.827035,52.364034 4.827031",2245
Johan Huizingalaan,calamiteit,"52.357448 4.827623,52.357516 4.82764,52.358126 4.827622",2246
Johan Huizingalaan,calamiteit,"52.349262 4.827588,52.349083 4.827576,52.348184 4.827631",2247
Johan Huizingalaan,calamiteit,"52.351455 4.827472,52.351257 4.827504,52.350017 4.827549",2248
Johan Huizingalaan,calamiteit,"52.357311 4.826973,52.357232 4.827033,52.357097 4.827108,52.356882 4.827154,52.356352 4.827176,52.356226 4.827295",2249
Johan Huizingalaan,calamiteit,"52.345631 4.827443,52.345082 4.827465,52.344768 4.827483,52.344544 4.827545,52.343969 4.827581,52.34342 4.827603,52.343124 4.827577,52.342908 4.82758,52.342728 4.827538,52.342584 4.827511",2250
Johan Huizingalaan,calamiteit,"52.362714 4.827052,52.36213 4.827074",2251
Johan Huizingalaan,calamiteit,"52.341407 4.827555,52.340607 4.827594,52.340185 4.827585,52.33952 4.827579,52.339169 4.827583",2252
Johan Huizingalaan,calamiteit,"52.354708 4.827329,52.35256 4.827385",2253
Johan Huizingalaan,calamiteit,"52.35256 4.827385,52.352452 4.827474,52.351455 4.827472",2254
Rhijnspoorplein,calamiteit,"52.360285 4.908381,52.360204 4.908426,52.360042 4.90853",2255
Johan Huizingalaan,calamiteit,"52.346815 4.827421,52.346907 4.827442",2256
Johan Huizingalaan,calamiteit,"52.346907 4.827442,52.34723 4.827438,52.348195 4.827399",2257
Johan Huizingalaan,calamiteit,"52.345632 4.827663,52.344994 4.827671,52.34485 4.827688,52.344634 4.827734,52.344338 4.827767,52.344131 4.827799,52.343844 4.827818,52.343323 4.827824,52.342595 4.827819",2258
Johan Huizingalaan,calamiteit,"52.346908 4.827632,52.34804 4.827618,52.348184 4.827631",2259
Johan Huizingalaan,calamiteit,"52.362714 4.827052,52.363999 4.827035",2260
Johan Huizingalaan,calamiteit,"52.350017 4.827549,52.349262 4.827588",2261
Rhijnspoorplein,calamiteit,"52.361245 4.908003,52.3612 4.908019",2262
Rhijnspoorplein,calamiteit,"52.360321 4.908542,52.36024 4.908587,52.360079 4.908691",2263
Rhijnspoorplein,calamiteit,"52.3612 4.908019,52.360384 4.908482,52.360321 4.908542",2264
Rhijnspoorplein,calamiteit,"52.36117 4.907868,52.360356 4.908336,52.360285 4.908381",2265
Johan Huizingalaan,calamiteit,"52.346844 4.827633,52.345982 4.827659,52.345632 4.827663",2266
Johan Huizingalaan,calamiteit,"52.342584 4.827511,52.341407 4.827555",2267
Johan van Hasseltweg,calamiteit,"52.386395 4.926842,52.386315 4.927166,52.385603 4.929026,52.385078 4.930454",2268
Prins Hendrikkade,calamiteit,"52.338014 4.960386,52.337989 4.960589,52.337957 4.960742,52.337952 4.960817,52.337964 4.961142,52.337953 4.961242,52.337647 4.962925,52.337625 4.963006,52.33723 4.963862,52.33717 4.963888",2269
Johan van Hasseltweg,calamiteit,"52.387356 4.924511,52.387116 4.925072,52.386493 4.926738,52.38643 4.926827,52.386395 4.926842",2270
Johan van Hasseltweg,calamiteit,"52.389099 4.920187,52.38899 4.920211,52.388838 4.920499,52.388736 4.920758,52.388499 4.921422,52.387651 4.923609,52.387569 4.923716",2271
Johan van Hasseltweg,calamiteit,"52.387569 4.923716,52.387551 4.923716,52.387497 4.923746,52.38747 4.923776",2272
Nieuwe Westerdokstraat,calamiteit,"52.381373 4.891748,52.381215 4.892286,52.380906 4.893314,52.380769 4.893749",2273
Johan van Hasseltweg,calamiteit,"52.389099 4.920187,52.389057 4.920341,52.388889 4.920588,52.387706 4.923651,52.387677 4.923803",2274
Nieuwe Westerdokstraat,calamiteit,"52.381489 4.891851,52.381396 4.89211,52.381178 4.892784,52.381008 4.893256,52.38081 4.893827,52.38055 4.894526,52.380496 4.894626,52.380417 4.894709,52.380307 4.894771,52.380091 4.894788,52.380047 4.894803,52.379804 4.894806,52.379759 4.894835",2275
Johan van Hasseltweg,calamiteit,"52.387498 4.924113,52.387356 4.924511",2276
Johan van Hasseltweg,calamiteit,"52.387689 4.924032,52.387678 4.924067,52.38766 4.924097,52.387633 4.924126,52.38757 4.924156,52.387507 4.924128,52.387498 4.924113",2277
Nieuwe Westerdokstraat,calamiteit,"52.380769 4.893749,52.380646 4.894135,52.380557 4.894371,52.380459 4.894534,52.380378 4.894564,52.380315 4.89458,52.379812 4.894629,52.379713 4.89466,52.379686 4.894675",2278
Radarweg,calamiteit,"52.385939 4.835174,52.387306 4.835901,52.387433 4.83595,52.387616 4.835986",2279
Radarweg,calamiteit,"52.390906 4.835914,52.390746 4.83596,52.390607 4.835991,52.390478 4.835994,52.390257 4.835978,52.387715 4.835992",2280
Radarweg,calamiteit,"52.395668 4.835892,52.39667 4.836069,52.396735 4.836124",2281
Radarweg,calamiteit,"52.391972 4.835694,52.39316 4.835673,52.39378 4.835709",2282
Radarweg,calamiteit,"52.387711 4.836239,52.388144 4.836282,52.390888 4.836237",2283
Radarweg,calamiteit,"52.400623 4.836374,52.399382 4.836374,52.398915 4.83641",2284
Radarweg,calamiteit,"52.38478 4.834662,52.38492 4.834749,52.385124 4.834784,52.385259 4.834861,52.385486 4.835074,52.385937 4.835382",2285
Radarweg,calamiteit,"52.387711 4.836239,52.387617 4.836225",2286
Radarweg,calamiteit,"52.384672 4.834664,52.38478 4.834662",2287
Radarweg,calamiteit,"52.387616 4.835986,52.387715 4.835992",2288
Radarweg,calamiteit,"52.390906 4.835914,52.391452 4.835665,52.391596 4.835693",2289
Radarweg,calamiteit,"52.396735 4.836124,52.397116 4.836153,52.397971 4.836289,52.398061 4.836288,52.398753 4.836368,52.398915 4.83641",2290
Radarweg,calamiteit,"52.390888 4.836237,52.391059 4.836272,52.391284 4.836284,52.39159 4.836324",2291
Radarweg,calamiteit,"52.38478 4.834662,52.384911 4.834574,52.38526 4.834758,52.385652 4.835022,52.385939 4.835174",2292
Radarweg,calamiteit,"52.391596 4.835693,52.391972 4.835694",2293
Radarweg,calamiteit,"52.392012 4.836304,52.39159 4.836324",2294
Radarweg,calamiteit,"52.403454 4.836368,52.403508 4.836367,52.403714 4.836394,52.403886 4.836539,52.4045 4.837222,52.404762 4.837527",2295
Radarweg,calamiteit,"52.395653 4.836406,52.395926 4.836335,52.396135 4.836215,52.396293 4.836187,52.396664 4.836142,52.396735 4.836124",2296
Radarweg,calamiteit,"52.393783 4.836326,52.394664 4.83633,52.395401 4.83638,52.395653 4.836406",2297
Radarweg,calamiteit,"52.402986 4.836359,52.403454 4.836368",2298
Radarweg,calamiteit,"52.39378 4.835709,52.395452 4.835836,52.395668 4.835892",2299
Radarweg,calamiteit,"52.392012 4.836304,52.392123 4.836301,52.393172 4.836334,52.393783 4.836326",2300
Radarweg,calamiteit,"52.400623 4.836374,52.402016 4.836371,52.402986 4.836359",2301
Nassaukade,calamiteit,"52.373501 4.875007,52.37369 4.875049,52.374147 4.875044",2302
Nassaukade,calamiteit,"52.371826 4.874047,52.371932 4.874012,52.372112 4.873981,52.372274 4.873964,52.372481 4.874021,52.372706 4.874194,52.372797 4.874311,52.372869 4.874427",2303
Nassaukade,calamiteit,"52.374147 4.875044,52.374364 4.875116,52.374605 4.875215,52.375657 4.875874",2304
Nassaukade,calamiteit,"52.37174 4.874085,52.371667 4.874118,52.370838 4.874451",2305
Nassaukade,calamiteit,"52.377864 4.877263,52.378563 4.877681",2306
Nassaukade,calamiteit,"52.37174 4.874085,52.371826 4.874047",2307
Nassaukade,calamiteit,"52.382065 4.878977,52.381571 4.879115",2308
Tasmanstraat,calamiteit,"52.391628 4.878227,52.391372 4.880046",2309
Nassaukade,calamiteit,"52.36728 4.87687,52.367163 4.876886,52.367011 4.876917,52.366805 4.877023",2310
Nassaukade,calamiteit,"52.366518 4.877261,52.366438 4.877347,52.366286 4.877542,52.366098 4.877851",2311
Nassaukade,calamiteit,"52.366805 4.877023,52.366697 4.877097,52.366607 4.877172,52.366518 4.877261",2312
Nassaukade,calamiteit,"52.368392 4.876225,52.368336 4.876312",2313
Nassaukade,calamiteit,"52.379995 4.878443,52.38014 4.878544,52.380739 4.878926",2314
Nassaukade,calamiteit,"52.378563 4.877681,52.378649 4.877812",2315
Nassaukade,calamiteit,"52.380739 4.878926,52.380888 4.878998,52.380981 4.879032,52.381194 4.87909,52.381427 4.879058,52.381571 4.879115",2316
Nassaukade,calamiteit,"52.378649 4.877812,52.378908 4.877997,52.380168 4.878764,52.381015 4.879297,52.381212 4.87931,52.381337 4.879298",2317
Nassaukade,calamiteit,"52.382735 4.880218,52.382907 4.880392,52.383718 4.880882,52.38445 4.881397,52.384686 4.881397",2318
Nassaukade,calamiteit,"52.382065 4.878977,52.382182 4.879122,52.382309 4.879341,52.382582 4.880014,52.382708 4.880189,52.382735 4.880218",2319
Nassaukade,calamiteit,"52.3787 4.877669,52.378563 4.877681",2320
Nassaukade,calamiteit,"52.379995 4.878443,52.378769 4.877664,52.3787 4.877669",2321
Nassaukade,calamiteit,"52.365642 4.878442,52.365429 4.87859,52.365208 4.878657,52.365106 4.878654,52.365095 4.878657",2322
Nassaukade,calamiteit,"52.364438 4.878547,52.364286 4.878549,52.363774 4.878746",2323
Nassaukade,calamiteit,"52.381571 4.879115,52.381401 4.879293,52.381337 4.879298",2324
Nassaukade,calamiteit,"52.37746 4.877012,52.377864 4.877263",2325
Tasmanstraat,calamiteit,"52.391171 4.881546,52.391102 4.88212,52.390797 4.884489,52.390752 4.884749,52.390685 4.884931",2326
Nassaukade,calamiteit,"52.36988 4.874918,52.369479 4.875099,52.369309 4.875192,52.369099 4.875344,52.368907 4.875526,52.368676 4.8758,52.368509 4.876057,52.368392 4.876225",2327
Nassaukade,calamiteit,"52.377109 4.876794,52.37746 4.877012",2328
Nassaukade,calamiteit,"52.36363 4.878733,52.363693 4.878732,52.363774 4.878746",2329
Nassaukade,calamiteit,"52.372869 4.874427,52.37314 4.874806,52.37333 4.874951,52.373501 4.875007",2330
Nassaukade,calamiteit,"52.364438 4.878547,52.364519 4.878561,52.364591 4.87859,52.364915 4.878659,52.365095 4.878657",2331
Nassaukade,calamiteit,"52.368336 4.876312,52.368178 4.876521,52.36801 4.87668,52.36789 4.876762,52.367773 4.876812,52.367617 4.876856,52.367435 4.876871,52.36728 4.87687",2332
Nassaukade,calamiteit,"52.375657 4.875874,52.377109 4.876794",2333
Tasmanstraat,calamiteit,"52.391372 4.880046,52.391171 4.881546",2334
Nassaukade,calamiteit,"52.370838 4.874451,52.370485 4.874659,52.369964 4.874885",2335
Nassaukade,calamiteit,"52.366098 4.877851,52.365845 4.87823,52.365642 4.878442",2336
IJ-tunnel,calamiteit,"52.373322 4.912043,52.373493 4.912086,52.373763 4.912127,52.374078 4.912168,52.374284 4.91218,52.374419 4.912164,52.375308 4.912008,52.376242 4.911821,52.380139 4.910884,52.381297 4.910622,52.382142 4.910451,52.382312 4.910434,52.382708 4.910445,52.383031 4.910441,52.383211 4.910484,52.383553 4.910597,52.383832 4.910697,52.384176 4.910893,52.384416 4.911055,52.38464 4.911251,52.384719 4.911327",2337
IJ-tunnel,calamiteit,"52.373386 4.912307,52.373701 4.912348,52.373773 4.912362,52.373971 4.912374,52.37442 4.91237,52.374519 4.912354,52.376719 4.911831,52.377383 4.911692,52.37785 4.911584,52.381316 4.910754,52.381909 4.91063,52.382313 4.910581,52.382708 4.910577,52.383023 4.910588,52.38323 4.91063,52.383515 4.91074,52.384008 4.910988,52.384132 4.911073,52.384393 4.911263,52.384583 4.911425,52.384661 4.911501",2338
Stadionplein,calamiteit,"52.345258 4.857963,52.345213 4.857571",2339
Haarlemmerplein,calamiteit,"52.384734 4.883103,52.384788 4.883235,52.385123 4.88351",2340
Mr. Visserplein,calamiteit,"52.367928 4.903578,52.367859 4.903532,52.367808 4.903604,52.367598 4.903954,52.367543 4.904027",2341
Stadionplein,calamiteit,"52.345213 4.857571,52.34517 4.857166,52.345114 4.856775,52.345032 4.85657,52.344983 4.856511",2342
Haarlemmerplein,calamiteit,"52.384653 4.883119,52.384663 4.88328,52.384708 4.883427,52.384806 4.883534,52.385155 4.883808,52.385207 4.883863,52.385236 4.883936,52.385251 4.884004",2343
Stadionplein,calamiteit,"52.344866 4.856863,52.344947 4.85695,52.344991 4.857089,52.345062 4.857591",2344
Haarlemmerplein,calamiteit,"52.384581 4.883128,52.384491 4.883303",2345
Stadionplein,calamiteit,"52.344866 4.856863,52.344754 4.856779,52.344638 4.856789,52.34393 4.857036,52.343102 4.857315",2346
Haarlemmerplein,calamiteit,"52.384491 4.883303,52.384359 4.883542,52.38428 4.883658,52.384171 4.883806,52.384158 4.883906",2347
Mr. Visserplein,calamiteit,"52.3684 4.904043,52.36837 4.903884,52.368285 4.903775,52.36808 4.903548,52.368025 4.903498,52.368003 4.903491,52.367928 4.903578",2348
Haarlemmerplein,calamiteit,"52.384158 4.883906,52.384219 4.88399",2349
Haarlemmerplein,calamiteit,"52.384219 4.88399,52.384352 4.88418",2350
Haarlemmerplein,calamiteit,"52.385123 4.88351,52.385272 4.883636",2351
Haarlemmerplein,calamiteit,"52.385251 4.884004,52.385305 4.883968,52.385375 4.883977",2352
Mr. Visserplein,calamiteit,"52.367928 4.903578,52.368001 4.903646,52.368033 4.903666,52.368314 4.904011,52.3684 4.904043",2353
Haarlemmerplein,calamiteit,"52.384794 4.882368,52.38467 4.882898,52.384653 4.883016,52.384653 4.883119",2354
Robert Fruinlaan,calamiteit,"52.364034 4.83254,52.363999 4.832702,52.364007 4.834439",2355
Haarlemmerplein,calamiteit,"52.384491 4.883303,52.384486 4.883378,52.384391 4.883617,52.384219 4.88399",2356
Stadionplein,calamiteit,"52.344983 4.856511,52.344871 4.856455,52.344663 4.856496,52.343072 4.857074",2357
Haarlemmerplein,calamiteit,"52.384842 4.882608,52.384734 4.883103",2358
Robert Fruinlaan,calamiteit,"52.363999 4.827035,52.364034 4.83254",2359
Mr. Visserplein,calamiteit,"52.367586 4.904187,52.367634 4.90412,52.367812 4.903799,52.367902 4.903699,52.367928 4.903578",2360
Stadionplein,calamiteit,"52.343072 4.857074,52.342436 4.85735",2361
Stadionplein,calamiteit,"52.345062 4.857591,52.345099 4.858002",2362
Stadionplein,calamiteit,"52.343102 4.857315,52.342576 4.857521",2363
Robert Fruinlaan,calamiteit,"52.364034 4.83254,52.364062 4.832716,52.364058 4.833715,52.364066 4.834447",2364
Amstelveenseweg,calamiteit,"52.323578 4.857482,52.32418 4.857489,52.327712 4.857462",2365
Prins Hendrikkade,calamiteit,"52.371825 4.910738,52.371576 4.911387",2366
Prins Hendrikkade,calamiteit,"52.378347 4.897263,52.378188 4.897604,52.377956 4.89802,52.377707 4.898393,52.377586 4.898512",2367
Amstelveenseweg,calamiteit,"52.342436 4.85735,52.34202 4.857509,52.341651 4.857578,52.341123 4.857552",2368
Prins Hendrikkade,calamiteit,"52.379252 4.895339,52.378633 4.896449,52.378552 4.896551,52.378286 4.896928,52.378132 4.897042",2369
Amstelveenseweg,calamiteit,"52.331842 4.857445,52.331708 4.857453,52.331033 4.857458,52.330283 4.857431",2370
Amstelveenseweg,calamiteit,"52.350854 4.856753,52.351498 4.856496",2371
Amstelveenseweg,calamiteit,"52.352558 4.856183,52.352315 4.856274",2372
Prins Hendrikkade,calamiteit,"52.373049 4.907283,52.372926 4.907408",2373
Amstelveenseweg,calamiteit,"52.347136 4.857832,52.346858 4.85785,52.345479 4.857921,52.345258 4.857963",2374
Amstelveenseweg,calamiteit,"52.354835 4.855361,52.354661 4.855425,52.354578 4.855476,52.354543 4.855526",2375
Prins Hendrikkade,calamiteit,"52.375007 4.903937,52.374481 4.904925",2376
Amstelveenseweg,calamiteit,"52.354185 4.855608,52.353948 4.855682,52.35366 4.855791",2377
Prins Hendrikkade,calamiteit,"52.374929 4.903837,52.374402 4.904813",2378
Amstelveenseweg,calamiteit,"52.347124 4.857463,52.346326 4.85749",2379
Amstelveenseweg,calamiteit,"52.356359 4.854706,52.35598 4.854903,52.355562 4.855085,52.3554 4.855139,52.355038 4.855269,52.354835 4.855361",2380
Prins Hendrikkade,calamiteit,"52.372969 4.907479,52.373049 4.907283",2381
Prins Hendrikkade,calamiteit,"52.379355 4.895436,52.379107 4.8959,52.378813 4.896417,52.378347 4.897263",2382
Amstelveenseweg,calamiteit,"52.351498 4.856496,52.351678 4.856424,52.351903 4.856425",2383
Amstelveenseweg,calamiteit,"52.34868 4.857344,52.347629 4.857445",2384
Amstelveenseweg,calamiteit,"52.352665 4.856152,52.352558 4.856183",2385
Prins Hendrikkade,calamiteit,"52.377092 4.89842,52.3769 4.898718,52.376812 4.898876,52.376763 4.899086",2386
Amstelveenseweg,calamiteit,"52.339094 4.857689,52.338946 4.857741,52.337195 4.857687",2387
Amstelveenseweg,calamiteit,"52.337032 4.857424,52.337175 4.857423",2388
Amstelveenseweg,calamiteit,"52.35105 4.856923,52.350904 4.856983",2389
Prins Hendrikkade,calamiteit,"52.371117 4.91239,52.370935 4.912972",2390
Amstelveenseweg,calamiteit,"52.334256 4.857394,52.334379 4.857494,52.335103 4.85767",2391
Prins Hendrikkade,calamiteit,"52.374111 4.905475,52.374217 4.905357,52.374481 4.904925",2392
Prins Hendrikkade,calamiteit,"52.376233 4.902819,52.376027 4.903057,52.375893 4.90322,52.37583 4.903264,52.375758 4.903294,52.375705 4.903304",2393
Prins Hendrikkade,calamiteit,"52.374287 4.90504,52.374171 4.905269,52.374111 4.905475",2394
Amstelveenseweg,calamiteit,"52.357731 4.855445,52.357605 4.855462,52.357458 4.855299,52.35719 4.854959,52.357072 4.854822,52.356904 4.854726,52.356805 4.854704,52.356631 4.854707,52.356438 4.854811",2395
Prins Hendrikkade,calamiteit,"52.376774 4.899597,52.376419 4.899924",2396
Amstelveenseweg,calamiteit,"52.350854 4.856753,52.349946 4.857124",2397
Prins Hendrikkade,calamiteit,"52.376774 4.899597,52.376735 4.899761,52.376837 4.901183",2398
Prins Hendrikkade,calamiteit,"52.372409 4.909024,52.372012 4.910178",2399
Amstelveenseweg,calamiteit,"52.334256 4.857394,52.334163 4.857315,52.333685 4.857325,52.333586 4.857389",2400
Prins Hendrikkade,calamiteit,"52.372515 4.908111,52.372446 4.908323,52.372394 4.90856,52.372339 4.908891,52.372188 4.909354,52.37177 4.910533,52.371726 4.910636",2401
Prins Hendrikkade,calamiteit,"52.371001 4.913126,52.370843 4.913591,52.370798 4.913766,52.370784 4.913908,52.370803 4.914054,52.370859 4.914228,52.371213 4.915047",2402
Prins Hendrikkade,calamiteit,"52.37144 4.911021,52.371126 4.911998,52.371117 4.91239",2403
Amstelveenseweg,calamiteit,"52.354543 4.855526,52.354185 4.855608",2404
Prins Hendrikkade,calamiteit,"52.375705 4.903304,52.37553 4.903298,52.375418 4.903308,52.375324 4.903337,52.375247 4.903388,52.375168 4.903443,52.375007 4.903699,52.374929 4.903837",2405
Prins Hendrikkade,calamiteit,"52.379686 4.894675,52.379624 4.894719,52.379552 4.894794,52.379252 4.895339",2406
Amstelveenseweg,calamiteit,"52.35366 4.855791,52.353186 4.85597",2407
Prins Hendrikkade,calamiteit,"52.373735 4.90613,52.373459 4.906629,52.373281 4.906935,52.373049 4.907283",2408
Amstelveenseweg,calamiteit,"52.350568 4.857154,52.350002 4.85749",2409
Prins Hendrikkade,calamiteit,"52.376269 4.902936,52.375831 4.903426,52.375786 4.903456,52.37566 4.903486",2410
Prins Hendrikkade,calamiteit,"52.37566 4.903486,52.37554 4.903469,52.375424 4.903464,52.375319 4.903509,52.375232 4.903592,52.375138 4.903723,52.375064 4.903857,52.375007 4.903937",2411
Amstelveenseweg,calamiteit,"52.346326 4.85749,52.345436 4.857544",2412
Prins Hendrikkade,calamiteit,"52.372926 4.907408,52.372783 4.907615,52.372569 4.907984,52.372515 4.908111",2413
Amstelveenseweg,calamiteit,"52.349364 4.857615,52.348789 4.857681,52.348511 4.857816,52.347658 4.857811",2414
Amstelveenseweg,calamiteit,"52.339365 4.857391,52.340386 4.857448,52.341123 4.857552",2415
Amstelveenseweg,calamiteit,"52.334256 4.857394,52.334387 4.857303,52.335128 4.857421",2416
Prins Hendrikkade,calamiteit,"52.372012 4.910178,52.372012 4.910384,52.37205 4.910706,52.372095 4.910853,52.37214 4.91094,52.372348 4.911261",2417
Amstelveenseweg,calamiteit,"52.339365 4.857391,52.339286 4.857354,52.339031 4.857395,52.338928 4.857436",2418
Prins Hendrikkade,calamiteit,"52.374402 4.904813,52.374287 4.90504",2419
Amstelveenseweg,calamiteit,"52.335253 4.857686,52.335613 4.857722,52.337043 4.857688",2420
Prins Hendrikkade,calamiteit,"52.372969 4.907479,52.372846 4.907658,52.372659 4.907968,52.372593 4.908125,52.372537 4.908299",2421
Amstelveenseweg,calamiteit,"52.337175 4.857423,52.338928 4.857436",2422
Amstelveenseweg,calamiteit,"52.347658 4.857811,52.347136 4.857832",2423
Prins Hendrikkade,calamiteit,"52.379759 4.894835,52.379651 4.89491,52.379535 4.895102,52.379355 4.895436",2424
Prins Hendrikkade,calamiteit,"52.372537 4.908299,52.37247 4.908617,52.372438 4.908867,52.372409 4.909024",2425
Amstelveenseweg,calamiteit,"52.356359 4.854706,52.356569 4.854593,52.356723 4.854549,52.356894 4.85455,52.357043 4.854604,52.357166 4.85468,52.357311 4.854803,52.357612 4.855078,52.35773 4.855167",2426
Prins Hendrikkade,calamiteit,"52.378939 4.89463,52.379252 4.895339",2427
Amstelveenseweg,calamiteit,"52.321655 4.857436,52.321996 4.857471,52.322805 4.857462,52.323578 4.857482",2428
Prins Hendrikkade,calamiteit,"52.371603 4.910547,52.37144 4.911021",2429
Amstelveenseweg,calamiteit,"52.335128 4.857421,52.335248 4.857444",2430
