STT_NAAM,AUTO,WKT_LAT_LNG,number
Johan Huizingalaan,plus,"52.345631 4.827443,52.345082 4.827465,52.344768 4.827483,52.344544 4.827545,52.343969 4.827581,52.34342 4.827603,52.343124 4.827577,52.342908 4.82758,52.342728 4.827538,52.342584 4.827511",756
Nieuwe Hemweg,plus,"52.394228 4.86439,52.393966 4.864972,52.393744 4.865518,52.393478 4.866146",757
Julianaplein,hoofd,"52.345617 4.919663,52.345681 4.919882,52.345836 4.920585",758
Nieuwe Hemweg,plus,"52.39507 4.862432,52.39475 4.863259,52.394228 4.86439",759
Weesperzijde,hoofd,"52.343927 4.918451,52.343925 4.918523,52.343887 4.918639,52.343647 4.91917,52.343589 4.919326,52.343584 4.919405,52.343594 4.919461,52.34361 4.919506,52.343642 4.919534",760
Karspeldreef,plus,"52.312159 4.967818,52.312234 4.968037",761
Johan Huizingalaan,plus,"52.362714 4.827052,52.36213 4.827074",762
Johan Huizingalaan,plus,"52.341407 4.827555,52.340607 4.827594,52.340185 4.827585,52.33952 4.827579,52.339169 4.827583",763
Zeeburgerdijk,plus,"52.365824 4.926886,52.365859 4.927099,52.365869 4.927246,52.36591 4.928669",764
Karspeldreef,plus,"52.312064 4.96721,52.311978 4.96728",765
Johan Huizingalaan,plus,"52.354708 4.827329,52.35256 4.827385",766
Karspeldreef,plus,"52.306097 4.949828,52.306433 4.950763,52.307159 4.952867,52.307652 4.954362",767
Karspeldreef,plus,"52.309876 4.960905,52.310221 4.961884,52.311841 4.966579",768
Karspeldreef,plus,"52.311698 4.96645,52.311978 4.96728",769
Johan Huizingalaan,plus,"52.35256 4.827385,52.352452 4.827474,52.351455 4.827472",770
Zeeburgerdijk,plus,"52.366052 4.93272,52.366062 4.933146,52.366065 4.933378,52.366093 4.93358,52.36614 4.933709,52.366217 4.933805",771
Rhijnspoorplein,plus,"52.360285 4.908381,52.360204 4.908426,52.360042 4.90853",772
Johan Huizingalaan,plus,"52.346815 4.827421,52.346907 4.827442",773
Johan Huizingalaan,plus,"52.346907 4.827442,52.34723 4.827438,52.348195 4.827399",774
Johannes Blookerweg,plus,"52.332128 4.9316,52.332047 4.931689",775
Henk Sneevlietweg,plus,"52.345771 4.838169,52.34579 4.838477,52.345837 4.838931,52.345885 4.839474,52.345951 4.840133,52.345961 4.840412",776
Johan Huizingalaan,plus,"52.345632 4.827663,52.344994 4.827671,52.34485 4.827688,52.344634 4.827734,52.344338 4.827767,52.344131 4.827799,52.343844 4.827818,52.343323 4.827824,52.342595 4.827819",777
Johan Huizingalaan,plus,"52.346908 4.827632,52.34804 4.827618,52.348184 4.827631",778
Nieuwe Hemweg,plus,"52.393478 4.866146,52.393482 4.866244,52.393387 4.866444,52.393312 4.866731,52.393254 4.866989,52.393221 4.867229",779
Johan Huizingalaan,plus,"52.362714 4.827052,52.363999 4.827035",780
Johan Huizingalaan,plus,"52.350017 4.827549,52.349262 4.827588",781
Rhijnspoorplein,plus,"52.361245 4.908003,52.3612 4.908019",782
Rhijnspoorplein,plus,"52.360321 4.908542,52.36024 4.908587,52.360079 4.908691",783
Karspeldreef,plus,"52.309796 4.960962,52.30905 4.958739",784
Zeeburgerdijk,plus,"52.36591 4.928669,52.365982 4.930877",785
Karspeldreef,plus,"52.312064 4.96721,52.312182 4.967547",786
Rhijnspoorplein,plus,"52.3612 4.908019,52.360384 4.908482,52.360321 4.908542",787
Henk Sneevlietweg,plus,"52.345755 4.836804,52.34576 4.837758,52.345771 4.838169",788
Rhijnspoorplein,plus,"52.36117 4.907868,52.360356 4.908336,52.360285 4.908381",789
Johan Huizingalaan,plus,"52.346844 4.827633,52.345982 4.827659,52.345632 4.827663",790
Karspeldreef,plus,"52.309133 4.958644,52.307652 4.954362",791
Karspeldreef,plus,"52.306007 4.949902,52.306398 4.951027,52.306706 4.951904,52.306852 4.952342,52.306961 4.952649,52.307097 4.953058",792
Johan Huizingalaan,plus,"52.342584 4.827511,52.341407 4.827555",793
Karspeldreef,plus,"52.304966 4.946581,52.305015 4.946701",794
Karspeldreef,plus,"52.312159 4.967818,52.312228 4.967905,52.312272 4.967942,52.31232 4.967935",795
Papaverweg,plus,"52.3925960 4.9130860,52.3926760 4.9129820,52.3927780 4.9128870",796
Parnassusweg,hoofd,"52.34072 4.868544,52.340555 4.868584",797
Wijttenbachstraat,hoofd,"52.359956 4.925222,52.360002 4.925413",798
Parnassusweg,hoofd,"52.340536 4.86836,52.338697 4.868528",799
Parnassusweg,hoofd,"52.344376 4.867829,52.34417 4.867905,52.343838 4.868012,52.343727 4.868064",800
Johan van Hasseltweg,plus,"52.3890990 4.9201870,52.3891310 4.9200520,52.3892360 4.9198560,52.3893390 4.9196240,52.3894450 4.9193130,52.3894900 4.9191400,52.3895710 4.9189350",801
Wijttenbachstraat,hoofd,"52.360796 4.928678,52.361007 4.92963,52.361098 4.929996,52.361144 4.930216,52.361153 4.930377",802
Wijttenbachstraat,hoofd,"52.360886 4.928618,52.361169 4.929731,52.361233 4.929995,52.361279 4.930273,52.361288 4.930435",803
Houtmankade,plus,"52.390685 4.884931,52.390314 4.884935",804
Johan van Hasseltweg,plus,"52.3895710 4.9189350,52.3895850 4.9187650,52.3896060 4.9186270,52.3896430 4.9184660,52.3897450 4.9182050,52.3898220 4.9179900,52.3898910 4.9178160,52.3899800 4.9175650,52.3901760 4.9170780",805
Wijttenbachstraat,hoofd,"52.360002 4.925413,52.360303 4.926731,52.360732 4.9284,52.360796 4.928678",806
Surinameplein,plus,"52.35876 4.853005,52.358767 4.853055,52.358728 4.853364,52.358693 4.853467,52.358666 4.853511",807
Luvernes,plus,"52.392115 4.802817,52.392315 4.802607,52.393135 4.802614,52.393524 4.802603,52.39397 4.802603,52.394146 4.802784",808
Parnassusweg,hoofd,"52.342518 4.868277,52.342212 4.868345,52.34072 4.868544",809
Houtmankade,plus,"52.390027 4.88486,52.390158 4.884901,52.390314 4.884935",810
Papaverweg,plus,"52.3941570 4.9123930,52.3945870 4.9120510",811
Parnassusweg,hoofd,"52.340709 4.868352,52.340536 4.86836",812
Parnassusweg,hoofd,"52.338697 4.868528,52.338232 4.868576,52.337603 4.868613,52.337403 4.868633,52.336696 4.868653",813
Surinameplein,plus,"52.358071 4.853034,52.358108 4.853327,52.358163 4.853517",814
Parnassusweg,hoofd,"52.346422 4.867086,52.34627 4.867132",815
Parnassusweg,hoofd,"52.342518 4.868277,52.342216 4.868239,52.34153 4.868318,52.340709 4.868352",816
Papaverweg,plus,"52.3939690 4.9125570,52.3940880 4.9124810",817
Papaverweg,plus,"52.3927780 4.9128870,52.3929260 4.9128460,52.3933590 4.9128430",818
Surinameplein,plus,"52.358163 4.853517,52.358343 4.853647",819
Surinameplein,plus,"52.35813 4.850259,52.358146 4.851668,52.358156 4.851961,52.358174 4.852035",820
Houtmankade,plus,"52.386333 4.882953,52.386432 4.882952,52.38654 4.88298,52.387171 4.883384",821
Surinameplein,plus,"52.358392 4.85256,52.358303 4.852606,52.358222 4.852665,52.358168 4.852739,52.358071 4.853034",822
Luvernes,plus,"52.392115 4.802817,52.392322 4.802961,52.393957 4.802965,52.394146 4.802784",823
Johan van Hasseltweg,plus,"52.3901760 4.9170780,52.3902290 4.9168420,52.3905670 4.9159280,52.3918560 4.9125060",824
Johan van Hasseltweg,plus,"52.3890990 4.9201870,52.3892110 4.9201770,52.3892950 4.9200460",825
Houtmankade,plus,"52.387171 4.883384,52.387567 4.883644,52.387585 4.883644,52.388387 4.884061,52.388657 4.88419",826
Papaverweg,plus,"52.3940880 4.9124810,52.3941570 4.9123930",827
Houtmankade,plus,"52.388657 4.88419,52.389185 4.884455,52.389963 4.884821,52.390027 4.88486",828
Korte `s-Gravesandestr,plus,"52.361521 4.915181,52.361468 4.915209",829
Parnassusweg,hoofd,"52.344592 4.867739,52.344376 4.867829",830
Johan van Hasseltweg,plus,"52.3892950 4.9200460,52.3893470 4.9199660,52.3894190 4.9198240,52.3894910 4.9196570,52.3895410 4.9195140,52.3896130 4.9191930,52.3895710 4.9189350",831
Parnassusweg,hoofd,"52.343727 4.868064,52.343448 4.868173,52.342518 4.868277",832
Johan van Hasseltweg,plus,"52.3901760 4.9170780,52.3902830 4.9169300,52.3906480 4.9160010,52.3919830 4.9126370",833
Johan van Hasseltweg,plus,"52.3919830 4.9126370,52.3920360 4.9124900",834
Parnassusweg,hoofd,"52.34627 4.867132,52.344834 4.867663,52.344592 4.867739",835
Surinameplein,plus,"52.358025 4.852546,52.358033 4.852653,52.358071 4.853034",836
Houtmankade,plus,"52.385889 4.881658,52.385853 4.88189,52.385778 4.882151,52.385759 4.88229,52.385801 4.882504,52.385846 4.882576,52.385981 4.882736,52.38618 4.88291,52.386189 4.882925,52.386243 4.882939,52.386333 4.882953",837
Wijttenbachstraat,hoofd,"52.360028 4.925163,52.360046 4.925251,52.360073 4.925353",838
Johan van Hasseltweg,plus,"52.3918560 4.9125060,52.3919100 4.9123590",839
Surinameplein,plus,"52.358699 4.852938,52.35876 4.853005",840
Papaverweg,plus,"52.3933590 4.9128430,52.3934220 4.9128420,52.3936370 4.9127660,52.3937980 4.9126910,52.3939690 4.9125570",841
Surinameplein,plus,"52.358174 4.852035,52.358202 4.852196,52.358275 4.852386,52.358392 4.85256",842
Wijttenbachstraat,hoofd,"52.360073 4.925353,52.360886 4.928618",843
Papaverweg,plus,"52.3925510 4.9132190,52.3925960 4.9130860",844
Surinameplein,plus,"52.358392 4.85256,52.358636 4.852866,52.358699 4.852938",845
Surinameplein,plus,"52.357968 4.850276,52.358014 4.852389,52.358025 4.852546",846
Surinameplein,plus,"52.358666 4.853511,52.358532 4.853616,52.358343 4.853647",847
Elsrijkdreef,hoofd,"52.324229 4.971698,52.323674 4.972271,52.323576 4.972507,52.323527 4.972741,52.323395 4.972913",848
Burg De Vlugtlaan,plus,"52.384574 4.818844,52.384366 4.818847",849
Burg De Vlugtlaan,plus,"52.383647 4.818577,52.383822 4.818639,52.384045 4.81865,52.384364 4.818615",850
Burg De Vlugtlaan,hoofd,"52.379779 4.832226,52.379517 4.833875,52.379159 4.836185",851
OETEWALERBRUG 0189,hoofd,"52.355435 4.928149,52.35524 4.928295,52.355079 4.928473",852
Burg De Vlugtlaan,hoofd,"52.380482 4.826798,52.380264 4.82824",853
Elsrijkdreef,plus,"52.327153 4.968332,52.32673 4.969046",854
Elsrijkdreef,hoofd,"52.326178 4.97003,52.326074 4.970043,52.325957 4.970114,52.324229 4.971698",855
Burg De Vlugtlaan,hoofd,"52.379644 4.832184,52.379033 4.836084",856
Burg De Vlugtlaan,hoofd,"52.380264 4.82824,52.379644 4.832184",857
Burg De Vlugtlaan,hoofd,"52.379159 4.836185,52.379072 4.836759,52.378985 4.837302",858
Burg De Vlugtlaan,plus,"52.383166 4.818613,52.382643 4.818649,52.382468 4.818685,52.382288 4.818743,52.382131 4.818826,52.381982 4.818968,52.381829 4.819158,52.381694 4.819417,52.381594 4.819709,52.381504 4.820173,52.38141 4.820763",859
Burg De Vlugtlaan,plus,"52.383159 4.81895,52.383215 4.819105,52.383313 4.819206,52.383412 4.819241",860
Nieuwe Foeliestraat,plus,"52.37144 4.911021,52.371521 4.911152",861
Burg De Vlugtlaan,plus,"52.383159 4.81895,52.382723 4.819,52.382422 4.818989,52.382292 4.819048,52.382182 4.819114,52.38213 4.819177,52.382029 4.819276,52.381917 4.819448,52.381826 4.819655,52.381762 4.8199,52.381678 4.820376,52.381589 4.820949,52.38149 4.82148",862
Elsrijkdreef,hoofd,"52.322632 4.973465,52.322613 4.973453,52.322579 4.973449",863
Burg De Vlugtlaan,hoofd,"52.38149 4.82148,52.381348 4.822275,52.38101 4.82438",864
Burg De Vlugtlaan,plus,"52.383389 4.81836,52.383492 4.818387,52.383576 4.818455,52.383647 4.818577",865
Nieuwe Foeliestraat,plus,"52.371576 4.911387,52.371919 4.911706,52.372189 4.911909,52.37246 4.912067,52.372757 4.912211,52.373099 4.912281,52.373386 4.912307",866
Burg De Vlugtlaan,hoofd,"52.381019 4.823393,52.380874 4.824311",867
Burg De Vlugtlaan,hoofd,"52.381185 4.822343,52.381019 4.823393",868
Burg De Vlugtlaan,plus,"52.383657 4.818984,52.383754 4.81895,52.383897 4.818873,52.384048 4.818851,52.384366 4.818847",869
Burg De Vlugtlaan,hoofd,"52.381321 4.821405,52.381232 4.822045,52.381185 4.822343",870
Nieuwe Foeliestraat,plus,"52.370919 4.91037,52.37144 4.911021",871
Burg De Vlugtlaan,hoofd,"52.38101 4.82438,52.380823 4.825631,52.380648 4.826855",872
Elsrijkdreef,plus,"52.32673 4.969046,52.326631 4.969209,52.326202 4.969741,52.326178 4.97003",873
Burg De Vlugtlaan,hoofd,"52.380874 4.824311,52.380482 4.826798",874
Nieuwe Foeliestraat,plus,"52.370503 4.909508,52.370508 4.909651,52.370601 4.90986",875
Burg De Vlugtlaan,hoofd,"52.380648 4.826855,52.380586 4.827183,52.380329 4.828651,52.379779 4.832226",876
Burg De Vlugtlaan,plus,"52.38141 4.820763,52.38138 4.821007,52.381321 4.821405",877
Burg De Vlugtlaan,plus,"52.384364 4.818615,52.384572 4.818636",878
Elsrijkdreef,hoofd,"52.323395 4.972913,52.322688 4.973537",879
Nieuwe Foeliestraat,plus,"52.370601 4.90986,52.370919 4.91037",880
Elsrijkdreef,hoofd,"52.322688 4.973537,52.322657 4.973478,52.322632 4.973465",881
Elsrijkdreef,plus,"52.326178 4.97003,52.326201 4.970168",882
Elsrijkdreef,plus,"52.327399 4.967764,52.327391 4.967837,52.327302 4.968087,52.327153 4.968332",883
Burg De Vlugtlaan,hoofd,"52.379033 4.836084,52.378853 4.837228",884
Elsrijkdreef,hoofd,"52.32251 4.973695,52.322536 4.973746,52.322575 4.97377,52.322603 4.973774,52.322617 4.973771",885
Nassaukade,plus,"52.373501 4.875007,52.37369 4.875049,52.374147 4.875044",886
Seineweg,plus,"52.391326 4.818464,52.391173 4.818466,52.390691 4.818597,52.390522 4.81862",887
Nassaukade,plus,"52.371826 4.874047,52.371932 4.874012,52.372112 4.873981,52.372274 4.873964,52.372481 4.874021,52.372706 4.874194,52.372797 4.874311,52.372869 4.874427",888
Buitenveldertselaan,plus,"52.331618 4.868712,52.332076 4.868707",889
Buitenveldertselaan,plus,"52.332949 4.868946,52.335007 4.868937",890
Buitenveldertselaan,plus,"52.323611 4.869147,52.321975 4.869223",891
Nassaukade,plus,"52.374147 4.875044,52.374364 4.875116,52.374605 4.875215,52.375657 4.875874",892
Nassaukade,plus,"52.37174 4.874085,52.371667 4.874118,52.370838 4.874451",893
Nassaukade,plus,"52.377864 4.877263,52.378563 4.877681",894
Nassaukade,plus,"52.37174 4.874085,52.371826 4.874047",895
Buitenveldertselaan,hoofd,"52.335007 4.868937,52.336706 4.868917",896
Nassaukade,plus,"52.382065 4.878977,52.381571 4.879115",897
Buitenveldertselaan,plus,"52.327889 4.869005,52.330747 4.868972",898
Tasmanstraat,plus,"52.391628 4.878227,52.391372 4.880046",899
Nassaukade,plus,"52.36728 4.87687,52.367163 4.876886,52.367011 4.876917,52.366805 4.877023",900
Buitenveldertselaan,plus,"52.330746 4.868722,52.331618 4.868712",901
Nassaukade,plus,"52.366518 4.877261,52.366438 4.877347,52.366286 4.877542,52.366098 4.877851",902
Nassaukade,plus,"52.366805 4.877023,52.366697 4.877097,52.366607 4.877172,52.366518 4.877261",903
Seineweg,plus,"52.389282 4.818641,52.3889 4.818657,52.387939 4.818684,52.387858 4.81867",904
Nassaukade,plus,"52.368392 4.876225,52.368336 4.876312",905
Buitenveldertselaan,plus,"52.323602 4.868923,52.321956 4.869005",906
Buitenveldertselaan,plus,"52.332077 4.868956,52.332248 4.868954",907
Nassaukade,plus,"52.379995 4.878443,52.38014 4.878544,52.380739 4.878926",908
Seineweg,plus,"52.391326 4.818464,52.391721 4.818474",909
Haaksbergweg,hoofd,"52.310767 4.942485,52.309586 4.94358",910
Nassaukade,plus,"52.378563 4.877681,52.378649 4.877812",911
Buitenveldertselaan,plus,"52.327637 4.868758,52.327879 4.868756",912
Haaksbergweg,hoofd,"52.31163 4.941679,52.310767 4.942485",913
Nassaukade,plus,"52.380739 4.878926,52.380888 4.878998,52.380981 4.879032,52.381194 4.87909,52.381427 4.879058,52.381571 4.879115",914
Buitenveldertselaan,plus,"52.3246 4.869102,52.323611 4.869147",915
Seineweg,plus,"52.389283 4.818846,52.389357 4.818846",916
Nassaukade,plus,"52.378649 4.877812,52.378908 4.877997,52.380168 4.878764,52.381015 4.879297,52.381212 4.87931,52.381337 4.879298",917
Seineweg,plus,"52.385934 4.818665,52.384775 4.818651,52.384572 4.818636",918
Seineweg,plus,"52.390357 4.818902,52.391025 4.818953,52.39132 4.818961",919
Nassaukade,plus,"52.382735 4.880218,52.382907 4.880392,52.383718 4.880882,52.38445 4.881397,52.384686 4.881397",920
Nassaukade,plus,"52.382065 4.878977,52.382182 4.879122,52.382309 4.879341,52.382582 4.880014,52.382708 4.880189,52.382735 4.880218",921
Buitenveldertselaan,plus,"52.326874 4.869017,52.3246 4.869102",922
Seineweg,plus,"52.387859 4.818846,52.38758 4.818865,52.385933 4.818858",923
Nassaukade,plus,"52.3787 4.877669,52.378563 4.877681",924
Seineweg,plus,"52.385933 4.818858,52.385693 4.818874,52.384574 4.818844",925
Nassaukade,plus,"52.379995 4.878443,52.378769 4.877664,52.3787 4.877669",926
Nassaukade,plus,"52.365642 4.878442,52.365429 4.87859,52.365208 4.878657,52.365106 4.878654,52.365095 4.878657",927
Buitenveldertselaan,plus,"52.324626 4.868867,52.323602 4.868923",928
Nassaukade,plus,"52.364438 4.878547,52.364286 4.878549,52.363774 4.878746",929
Buitenveldertselaan,plus,"52.332248 4.868954,52.332949 4.868946",930
Nassaukade,plus,"52.381571 4.879115,52.381401 4.879293,52.381337 4.879298",931
Nassaukade,plus,"52.37746 4.877012,52.377864 4.877263",932
Buitenveldertselaan,plus,"52.330747 4.868972,52.332077 4.868956",933
Seineweg,plus,"52.390522 4.81862,52.389354 4.818641",934
Haaksbergweg,hoofd,"52.309586 4.94358,52.309437 4.943705",935
Tasmanstraat,plus,"52.391171 4.881546,52.391102 4.88212,52.390797 4.884489,52.390752 4.884749,52.390685 4.884931",936
Nassaukade,plus,"52.36988 4.874918,52.369479 4.875099,52.369309 4.875192,52.369099 4.875344,52.368907 4.875526,52.368676 4.8758,52.368509 4.876057,52.368392 4.876225",937
Buitenveldertselaan,hoofd,"52.336696 4.868653,52.336228 4.868673,52.335024 4.868687",938
Buitenveldertselaan,plus,"52.327879 4.868756,52.330746 4.868722",939
Nassaukade,plus,"52.377109 4.876794,52.37746 4.877012",940
Nassaukade,plus,"52.36363 4.878733,52.363693 4.878732,52.363774 4.878746",941
Buitenveldertselaan,plus,"52.327637 4.868758,52.326855 4.868768",942
Seineweg,plus,"52.389283 4.818846,52.388901 4.818833,52.388191 4.818827,52.387859 4.818846",943
Nassaukade,plus,"52.372869 4.874427,52.37314 4.874806,52.37333 4.874951,52.373501 4.875007",944
Nassaukade,plus,"52.364438 4.878547,52.364519 4.878561,52.364591 4.87859,52.364915 4.878659,52.365095 4.878657",945
Seineweg,plus,"52.389354 4.818641,52.389282 4.818641",946
Nassaukade,plus,"52.368336 4.876312,52.368178 4.876521,52.36801 4.87668,52.36789 4.876762,52.367773 4.876812,52.367617 4.876856,52.367435 4.876871,52.36728 4.87687",947
Nassaukade,plus,"52.375657 4.875874,52.377109 4.876794",948
Buitenveldertselaan,plus,"52.332076 4.868707,52.335024 4.868687",949
Buitenveldertselaan,plus,"52.326855 4.868768,52.324626 4.868867",950
Seineweg,plus,"52.387858 4.81867,52.387714 4.81865,52.386273 4.81868,52.385934 4.818665",951
Tasmanstraat,plus,"52.391372 4.880046,52.391171 4.881546",952
Seineweg,plus,"52.39132 4.818961,52.391716 4.818944",953
Nassaukade,plus,"52.370838 4.874451,52.370485 4.874659,52.369964 4.874885",954
Nassaukade,plus,"52.3698800 4.8749180,52.3699640 4.8748850",955
Nassaukade,plus,"52.366098 4.877851,52.365845 4.87823,52.365642 4.878442",956
Buitenveldertselaan,plus,"52.327889 4.869005,52.326874 4.869017",957
Seineweg,plus,"52.389357 4.818846,52.390082 4.818847,52.390357 4.818902",958
Mauritskade,plus,"52.362694 4.919733,52.362986 4.920204",959
Mauritskade,plus,"52.360079 4.908691,52.360134 4.908852,52.360171 4.909116,52.36019 4.909336,52.360199 4.909556,52.360191 4.909747,52.360194 4.91051",960
Mauritskade,plus,"52.363037 4.922514,52.36306 4.922797,52.363055 4.923072",961
Spaklerweg,hoofd,"52.342929 4.918565,52.341898 4.919081,52.341508 4.919295",962
Piet Heintunnel,plus,"52.372406 4.933737,52.372408 4.934046,52.372529 4.934602,52.372559 4.934908,52.372558 4.935303,52.37254 4.935604,52.372115 4.938184,52.372143 4.939192,52.372962 4.946673,52.373585 4.952452,52.373553 4.953525,52.373346 4.955817,52.372949 4.957995,52.372711 4.959157,52.372516 4.959981,52.372286 4.961085,52.372021 4.962291",963
Mauritskade,plus,"52.360321 4.908542,52.360367 4.908864,52.360386 4.909084,52.360388 4.909481,52.360372 4.910083,52.360391 4.910317,52.360428 4.910508,52.360455 4.91061,52.360628 4.911078",964
Mauritskade,plus,"52.360042 4.90853,52.360079 4.908691",965
Westpoortweg,plus,"52.406148 4.75781,52.406022 4.758031,52.405796 4.758323,52.405574 4.758516,52.405361 4.758656,52.405041 4.758775,52.402883 4.759406",966
Westpoortweg,plus,"52.397867 4.794331,52.397854 4.778406",967
Westpoortweg,plus,"52.419062 4.737666,52.419852 4.737444,52.420449 4.737287,52.420851 4.737156,52.42115 4.737084,52.421456 4.737102,52.422256 4.737352,52.424076 4.737956,52.425186 4.738378,52.425493 4.73852,52.425537 4.738549,52.425739 4.738712,52.426131 4.738983,52.426512 4.739199",968
Floraweg,hoofd,"52.399662 4.908084,52.399727 4.908398,52.399824 4.909174",969
Spaklerweg,hoofd,"52.334449 4.923008,52.334287 4.922907,52.33408 4.922806,52.3339 4.922749,52.333783 4.922765,52.333685 4.922796,52.33347 4.92294",970
Westpoortweg,plus,"52.402939 4.759802,52.401844 4.760112,52.401539 4.760248,52.401351 4.760339,52.401145 4.760533,52.400939 4.760742,52.400823 4.760876,52.400708 4.761083,52.400547 4.761408,52.400432 4.761719,52.400362 4.761955,52.400318 4.76219,52.400068 4.764178,52.399877 4.765591,52.399502 4.768477,52.399377 4.769377,52.399201 4.770218,52.398923 4.771333",971
